ID Transaksi,Tanggal Transaksi,Metode Pembayaran,Nama Barang 1,Kategori Barang 1,Jumlah Barang Dibeli 1,Harga Barang 1,Nama Barang 2,Kategori Barang 2,Jumlah Barang Dibeli 2,Harga Barang 2,Nama Barang 3,Kategori Barang 3,Jumlah Barang Dibeli 3,Harga Barang 3,Nama Barang 4,Kategori Barang 4,Jumlah Barang Dibeli 4,Harga Barang 4,Nama Barang 5,Kategori Barang 5,Jumlah Barang Dibeli 5,Harga Barang 5,Total Harga Transaksi
hrN8FsWA,2024-05-17,Transfer Bank,Life Cat Can - Chicken & Salmon,Makanan Kucing,10,12000,Makanan Ikan Gupi,Makanan Ikan,2,35000,Life Cat Can - Kitten Salmon,Makanan Kucing,6.0,12024.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,9.0,4435.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,9.0,4500.0,342559
cl3dQebf,2024-09-26,QRIS,Makanan Kucing Whiskas,Makanan Kucing,6,45000,Life Cat Can - Chicken & Salmon,Makanan Kucing,3,12000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4.0,4500.0,Life Cat Tofu - Macha,Makanan Kucing,3.0,55833.0,,,,,491499
brgrjBDQ,2024-10-11,Transfer Bank,Life Cat Can - Tuna,Makanan Kucing,2,11000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,6,4435,Life Cat Pouch Dus,Makanan Kucing,2.0,108000.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,1.0,12000.0,,,,,276610
wFjeT7Ig,2024-02-04,Cash,Life Cat Pouch - Kitten Chicken,Makanan Kucing,8,4435,Life Cat Tofu - Mango,Makanan Kucing,1,55833,,,,,,,,,,,,,91313
zOz3pyJL,2024-12-31,QRIS,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,5,4500,Life Cat Can - Kitten Salmon,Makanan Kucing,2,12024,Makanan Ikan Gupi,Makanan Ikan,5.0,35000.0,,,,,,,,,221548
4sxiuRp1,2024-11-14,Cash,Life Cat Tofu - Macha,Makanan Kucing,9,55833,Life Cat Can - Kitten Salmon,Makanan Kucing,2,12024,Makanan Ikan Gupi,Makanan Ikan,9.0,35000.0,Makanan Anjing Purina,Makanan Anjing,7.0,50000.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,9.0,12000.0,1299545
Foh63ZM6,2024-10-24,Cash,Life Cat Pouch - Kitten Tuna,Makanan Kucing,5,4435,Life Cat Pouch - Salmon Adult,Makanan Kucing,3,4453,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,10.0,4500.0,Mainan Anjing Kong,Mainan Anjing,7.0,20000.0,,,,,220534
0eboCywF,2024-02-07,Cash,Life Cat Pouch - Kitten Chicken,Makanan Kucing,1,4435,Life Cat Pouch - Chicken adult,Makanan Kucing,9,4435,,,,,,,,,,,,,44350
WFDJr0fv,2024-05-26,QRIS,Life Cat Pouch - Chicken adult,Makanan Kucing,1,4435,Mainan Kucing ScratchPad,Mainan Kucing,4,25000,,,,,,,,,,,,,104435
Pf1FeuDV,2024-08-08,Transfer Bank,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,1,4500,Life Cat Can - Chicken & Salmon,Makanan Kucing,3,12000,Life Cat Can - Kitten Tuna,Makanan Kucing,9.0,12000.0,Mainan Anjing Kong,Mainan Anjing,1.0,20000.0,,,,,168500
9AsJAzoI,2024-03-08,Cash,Life Cat Can - Tuna,Makanan Kucing,8,11000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,5,4435,Life Cat Pouch Dus,Makanan Kucing,6.0,108000.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,7.0,4435.0,,,,,789220
TWAVBFRR,2024-03-30,QRIS,Life Cat Can - Chicken & Salmon,Makanan Kucing,8,12000,Mainan Anjing Kong,Mainan Anjing,9,20000,Life Cat Tofu - Macha,Makanan Kucing,4.0,55833.0,Mainan Kucing ScratchPad,Mainan Kucing,1.0,25000.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,3.0,4435.0,537637
LQO51R3J,2024-04-08,Cash,Life Cat Pouch Dus,Makanan Kucing,10,108000,Life Cat Tofu - Mango,Makanan Kucing,1,55833,Makanan Anjing Purina,Makanan Anjing,9.0,50000.0,,,,,,,,,1585833
aqFVAt1V,2024-09-08,Transfer Bank,Life Cat Can - Chicken & Salmon,Makanan Kucing,10,12000,Life Cat Tofu - Macha,Makanan Kucing,3,55833,Makanan Kucing Whiskas,Makanan Kucing,8.0,45000.0,,,,,,,,,647499
v3ILHOaB,2024-01-03,Transfer Bank,Life Cat Can - Chicken & Salmon,Makanan Kucing,9,12000,Mainan Kucing ScratchPad,Mainan Kucing,10,25000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,8.0,4435.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,3.0,4453.0,,,,,406839
gvEZJKs6,2024-04-26,Cash,Life Cat Pouch - Kitten Chicken,Makanan Kucing,6,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,6,12000,Mainan Kucing ScratchPad,Mainan Kucing,3.0,25000.0,,,,,,,,,173610
RHu92xm7,2024-12-01,Transfer Bank,Life Cat Can - Tuna,Makanan Kucing,3,11000,Makanan Ikan Gupi,Makanan Ikan,4,35000,,,,,,,,,,,,,173000
2RbTBDcS,2024-05-11,QRIS,Life Cat Pouch - Chicken adult,Makanan Kucing,10,4435,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,3,4500,Life Cat Pouch - Kitten Chicken,Makanan Kucing,6.0,4435.0,Life Cat Can - Kitten Tuna,Makanan Kucing,5.0,12000.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,7.0,12000.0,228460
21VNLNcR,2024-09-19,QRIS,Life Cat Tofu - Macha,Makanan Kucing,8,55833,Makanan Ikan Gupi,Makanan Ikan,2,35000,Makanan Anjing Purina,Makanan Anjing,1.0,50000.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,7.0,4435.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,9.0,12000.0,705709
SSmOFbtX,2024-02-27,Cash,Makanan Ikan Gupi,Makanan Ikan,4,35000,Life Cat Tofu - Macha,Makanan Kucing,4,55833,Life Cat Pouch - Chicken adult,Makanan Kucing,9.0,4435.0,,,,,,,,,403247
anZH3sin,2024-02-27,Cash,Life Cat Tofu - Macha,Makanan Kucing,2,55833,Life Cat Tofu - Mango,Makanan Kucing,8,55833,Makanan Kucing Whiskas,Makanan Kucing,10.0,45000.0,Makanan Ikan Gupi,Makanan Ikan,5.0,35000.0,,,,,1183330
xO6AChLa,2024-09-10,QRIS,Life Cat Tofu - Macha,Makanan Kucing,2,55833,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,10,4500,Life Cat Pouch - Chicken adult,Makanan Kucing,5.0,4435.0,,,,,,,,,178841
DYUUVrBO,2024-01-25,Cash,Life Cat Pouch - Chicken adult,Makanan Kucing,8,4435,Life Cat Pouch - Kitten Tuna,Makanan Kucing,2,4435,Life Cat Tofu - Macha,Makanan Kucing,6.0,55833.0,Life Cat Pouch Dus,Makanan Kucing,2.0,108000.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,10.0,4435.0,639698
FB9x2OGT,2024-08-14,Cash,Life Cat Pouch - Kitten Tuna,Makanan Kucing,3,4435,Mainan Kucing ScratchPad,Mainan Kucing,2,25000,,,,,,,,,,,,,63305
D8GmX8kA,2024-09-24,Cash,Life Cat Pouch Dus,Makanan Kucing,7,108000,Life Cat Can - Kitten Tuna,Makanan Kucing,7,12000,,,,,,,,,,,,,840000
slgSwdtm,2024-06-02,QRIS,Mainan Kucing ScratchPad,Mainan Kucing,7,25000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4,4500,Life Cat Can - Tuna,Makanan Kucing,3.0,11000.0,Life Cat Tofu - Mango,Makanan Kucing,3.0,55833.0,,,,,393499
cFAud4eL,2024-05-09,Cash,Life Cat Pouch - Kitten Chicken,Makanan Kucing,3,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,2,12000,,,,,,,,,,,,,37305
aWPbxOWD,2024-11-25,Cash,Makanan Kucing Whiskas,Makanan Kucing,10,45000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,1,4500,Life Cat Pouch Dus,Makanan Kucing,10.0,108000.0,Life Cat Tofu - Mango,Makanan Kucing,2.0,55833.0,,,,,1646166
onJUx9mj,2024-08-21,Cash,Mainan Kucing ScratchPad,Mainan Kucing,4,25000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,2,4435,Life Cat Can - Kitten Salmon,Makanan Kucing,6.0,12024.0,Makanan Kucing Whiskas,Makanan Kucing,2.0,45000.0,Makanan Anjing Purina,Makanan Anjing,6.0,50000.0,571014
bKuLrE65,2024-10-12,Transfer Bank,Life Cat Can - Tuna,Makanan Kucing,6,11000,Life Cat Can - Chicken & Salmon,Makanan Kucing,4,12000,,,,,,,,,,,,,114000
VgSo6S2r,2024-07-12,Transfer Bank,Life Cat Pouch - Kitten Tuna,Makanan Kucing,6,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,4,12000,,,,,,,,,,,,,74610
yMcnaDTv,2024-09-24,Transfer Bank,Life Cat Can - Chicken & Salmon,Makanan Kucing,6,12000,Life Cat Tofu - Macha,Makanan Kucing,8,55833,Life Cat Can - Kitten Salmon,Makanan Kucing,8.0,12024.0,,,,,,,,,614856
grpOI4aM,2024-09-14,Cash,Makanan Ikan Gupi,Makanan Ikan,4,35000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,7,4435,Life Cat Pouch - Kitten Tuna,Makanan Kucing,10.0,4435.0,Life Cat Tofu - Mango,Makanan Kucing,2.0,55833.0,,,,,327061
gphp8WZ5,2024-04-24,QRIS,Life Cat Tofu - Mango,Makanan Kucing,1,55833,Life Cat Pouch Dus,Makanan Kucing,3,108000,Life Cat Can - Kitten Salmon,Makanan Kucing,9.0,12024.0,Mainan Anjing Kong,Mainan Anjing,1.0,20000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,7.0,4435.0,539094
7gjevuLE,2024-09-02,Cash,Makanan Ikan Gupi,Makanan Ikan,3,35000,Mainan Anjing Kong,Mainan Anjing,4,20000,Makanan Kucing Whiskas,Makanan Kucing,2.0,45000.0,Life Cat Pouch - Chicken adult,Makanan Kucing,3.0,4435.0,Mainan Kucing ScratchPad,Mainan Kucing,2.0,25000.0,338305
bh7rdjQm,2024-01-15,QRIS,Life Cat Pouch - Chicken adult,Makanan Kucing,1,4435,Makanan Anjing Purina,Makanan Anjing,9,50000,Makanan Ikan Gupi,Makanan Ikan,10.0,35000.0,,,,,,,,,804435
kRsYzaJG,2024-06-14,Transfer Bank,Life Cat Tofu - Macha,Makanan Kucing,9,55833,Mainan Anjing Kong,Mainan Anjing,7,20000,,,,,,,,,,,,,642497
QSJIdOvo,2024-11-22,Cash,Mainan Kucing ScratchPad,Mainan Kucing,4,25000,Makanan Ikan Gupi,Makanan Ikan,4,35000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7.0,4500.0,Life Cat Can - Tuna,Makanan Kucing,1.0,11000.0,,,,,282500
H34h7AqT,2024-08-29,QRIS,Life Cat Can - Tuna,Makanan Kucing,10,11000,Mainan Anjing Kong,Mainan Anjing,3,20000,,,,,,,,,,,,,170000
VtDljOhF,2024-03-01,Cash,Mainan Anjing Kong,Mainan Anjing,4,20000,Life Cat Pouch - Salmon Adult,Makanan Kucing,3,4453,Life Cat Pouch - Kitten Chicken,Makanan Kucing,4.0,4435.0,Life Cat Tofu - Mango,Makanan Kucing,4.0,55833.0,Life Cat Pouch Dus,Makanan Kucing,8.0,108000.0,1198431
EzSa5hKy,2024-03-14,Transfer Bank,Life Cat Can - Kitten Salmon,Makanan Kucing,1,12024,Mainan Kucing ScratchPad,Mainan Kucing,8,25000,,,,,,,,,,,,,212024
P51t4b5U,2024-01-13,Cash,Mainan Anjing Kong,Mainan Anjing,7,20000,Life Cat Tofu - Mango,Makanan Kucing,1,55833,,,,,,,,,,,,,195833
RS9opQ5i,2024-01-07,Transfer Bank,Makanan Ikan Gupi,Makanan Ikan,8,35000,Life Cat Can - Tuna,Makanan Kucing,7,11000,Makanan Kucing Whiskas,Makanan Kucing,8.0,45000.0,Life Cat Tofu - Mango,Makanan Kucing,4.0,55833.0,,,,,940332
9WB6vQkE,2024-09-03,Transfer Bank,Life Cat Tofu - Mango,Makanan Kucing,8,55833,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,9,4500,Life Cat Can - Kitten Tuna,Makanan Kucing,10.0,12000.0,,,,,,,,,607164
bSA83242,2024-12-11,Transfer Bank,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,5,12000,,,,,,,,,,,,,77740
XY0dX94v,2024-02-07,Cash,Life Cat Can - Kitten Tuna,Makanan Kucing,9,12000,Life Cat Tofu - Macha,Makanan Kucing,5,55833,,,,,,,,,,,,,387165
g1GXSXwU,2024-12-18,QRIS,Life Cat Tofu - Mango,Makanan Kucing,3,55833,Makanan Ikan Gupi,Makanan Ikan,9,35000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,4.0,4500.0,Life Cat Can - Kitten Salmon,Makanan Kucing,7.0,12024.0,,,,,584667
PLaZVhEe,2024-05-08,Cash,Life Cat Pouch Dus,Makanan Kucing,8,108000,Life Cat Can - Tuna,Makanan Kucing,9,11000,Makanan Ikan Gupi,Makanan Ikan,2.0,35000.0,Life Cat Tofu - Macha,Makanan Kucing,7.0,55833.0,,,,,1423831
gdLsk5w6,2024-10-30,Cash,Makanan Ikan Gupi,Makanan Ikan,6,35000,Life Cat Pouch - Salmon Adult,Makanan Kucing,4,4453,Makanan Anjing Purina,Makanan Anjing,10.0,50000.0,,,,,,,,,727812
KK0rIxLF,2024-07-21,QRIS,Life Cat Pouch - Salmon Adult,Makanan Kucing,8,4453,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,5,4500,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4.0,4435.0,Life Cat Pouch Dus,Makanan Kucing,1.0,108000.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,3.0,12000.0,219864
WH5044WC,2024-06-03,Cash,Life Cat Pouch - Chicken adult,Makanan Kucing,7,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,9,12000,Mainan Kucing ScratchPad,Mainan Kucing,8.0,25000.0,Makanan Ikan Gupi,Makanan Ikan,3.0,35000.0,Mainan Anjing Kong,Mainan Anjing,3.0,20000.0,504045
7HZT0kbW,2024-11-21,Transfer Bank,Life Cat Can - Tuna,Makanan Kucing,10,11000,Life Cat Can - Kitten Salmon,Makanan Kucing,7,12024,Life Cat Can - Kitten Tuna,Makanan Kucing,6.0,12000.0,,,,,,,,,266168
FpjhOb0t,2024-07-11,QRIS,Life Cat Can - Chicken & Salmon,Makanan Kucing,3,12000,Life Cat Pouch - Kitten Chicken,Makanan Kucing,3,4435,,,,,,,,,,,,,49305
W7Rk4I6P,2024-12-02,QRIS,Life Cat Tofu - Mango,Makanan Kucing,8,55833,Makanan Ikan Gupi,Makanan Ikan,7,35000,Mainan Kucing ScratchPad,Mainan Kucing,8.0,25000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,10.0,12024.0,Life Cat Pouch - Chicken adult,Makanan Kucing,1.0,4435.0,1016339
kgH1drrG,2024-11-01,Cash,Life Cat Can - Kitten Tuna,Makanan Kucing,7,12000,Mainan Kucing ScratchPad,Mainan Kucing,7,25000,,,,,,,,,,,,,259000
QCYrHWaS,2024-02-17,Cash,Life Cat Can - Kitten Salmon,Makanan Kucing,7,12024,Makanan Kucing Whiskas,Makanan Kucing,6,45000,Life Cat Can - Kitten Tuna,Makanan Kucing,1.0,12000.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,1.0,4435.0,Life Cat Pouch - Kitten Tuna,Makanan Kucing,3.0,4435.0,383908
FFj7jZPc,2024-02-24,QRIS,Life Cat Pouch - Kitten Tuna,Makanan Kucing,4,4435,Makanan Ikan Gupi,Makanan Ikan,4,35000,Mainan Anjing Kong,Mainan Anjing,3.0,20000.0,Life Cat Pouch - Salmon Adult,Makanan Kucing,5.0,4453.0,,,,,240005
cuWJiEeG,2024-04-18,Transfer Bank,Makanan Anjing Purina,Makanan Anjing,6,50000,Life Cat Can - Tuna,Makanan Kucing,9,11000,Life Cat Can - Kitten Tuna,Makanan Kucing,3.0,12000.0,,,,,,,,,435000
Sufhl7UK,2024-03-26,Transfer Bank,Life Cat Pouch Dus,Makanan Kucing,3,108000,Life Cat Can - Chicken & Salmon,Makanan Kucing,1,12000,Life Cat Pouch - Chicken adult,Makanan Kucing,2.0,4435.0,Life Cat Tofu - Mango,Makanan Kucing,5.0,55833.0,Makanan Anjing Purina,Makanan Anjing,10.0,50000.0,1124035
bMzKBQTz,2024-07-14,Transfer Bank,Life Cat Pouch - Salmon Adult,Makanan Kucing,10,4453,Makanan Ikan Gupi,Makanan Ikan,6,35000,Makanan Anjing Purina,Makanan Anjing,7.0,50000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,6.0,12024.0,,,,,676674
QAFmmHWe,2024-01-21,Cash,Makanan Anjing Purina,Makanan Anjing,5,50000,Mainan Anjing Kong,Mainan Anjing,8,20000,Life Cat Can - Tuna,Makanan Kucing,7.0,11000.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,9.0,12000.0,Mainan Kucing ScratchPad,Mainan Kucing,2.0,25000.0,645000
xqRIWfja,2024-07-22,Cash,Life Cat Pouch - Chicken adult,Makanan Kucing,8,4435,Life Cat Tofu - Mango,Makanan Kucing,6,55833,,,,,,,,,,,,,370478
qeMFSUYd,2024-01-09,Transfer Bank,Life Cat Can - Kitten Salmon,Makanan Kucing,9,12024,Life Cat Can - Kitten Tuna,Makanan Kucing,9,12000,Makanan Kucing Whiskas,Makanan Kucing,4.0,45000.0,,,,,,,,,396216
VVgVEvKJ,2024-11-16,QRIS,Makanan Anjing Purina,Makanan Anjing,8,50000,Life Cat Can - Tuna,Makanan Kucing,2,11000,,,,,,,,,,,,,422000
NMcTao05,2024-12-09,Transfer Bank,Life Cat Pouch - Salmon Adult,Makanan Kucing,8,4453,Makanan Anjing Purina,Makanan Anjing,7,50000,Life Cat Tofu - Mango,Makanan Kucing,3.0,55833.0,Life Cat Pouch - Kitten Chicken,Makanan Kucing,6.0,4435.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,1.0,4500.0,584233
GqWRwzvX,2024-11-29,Transfer Bank,Life Cat Tofu - Mango,Makanan Kucing,10,55833,Life Cat Pouch - Salmon Adult,Makanan Kucing,4,4453,Life Cat Pouch - Chicken adult,Makanan Kucing,4.0,4435.0,,,,,,,,,593882
GXDaSqSo,2024-11-04,QRIS,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,5,4500,Life Cat Tofu - Mango,Makanan Kucing,10,55833,Life Cat Pouch Dus,Makanan Kucing,6.0,108000.0,,,,,,,,,1228830
LwTMnERh,2024-12-17,Transfer Bank,Life Cat Can - Tuna,Makanan Kucing,5,11000,Makanan Kucing Whiskas,Makanan Kucing,4,45000,,,,,,,,,,,,,235000
i8RyrdR4,2024-12-11,Cash,Life Cat Pouch - Kitten Tuna,Makanan Kucing,2,4435,Mainan Kucing ScratchPad,Mainan Kucing,9,25000,Life Cat Can - Chicken & Salmon,Makanan Kucing,6.0,12000.0,Makanan Ikan Gupi,Makanan Ikan,3.0,35000.0,,,,,410870
At9b4CaQ,2024-07-09,QRIS,Life Cat Pouch - Kitten Chicken,Makanan Kucing,2,4435,Makanan Kucing Whiskas,Makanan Kucing,8,45000,Life Cat Can - Kitten Tuna,Makanan Kucing,1.0,12000.0,Makanan Anjing Purina,Makanan Anjing,5.0,50000.0,Mainan Anjing Kong,Mainan Anjing,6.0,20000.0,750870
oTMG5VdA,2024-10-17,Cash,Life Cat Can - Chicken & Salmon,Makanan Kucing,6,12000,Makanan Ikan Gupi,Makanan Ikan,6,35000,,,,,,,,,,,,,282000
452Vo6iX,2024-04-03,Cash,Life Cat Pouch - Kitten Chicken,Makanan Kucing,7,4435,Life Cat Pouch - Kitten Tuna,Makanan Kucing,8,4435,,,,,,,,,,,,,66525
IRQE6KWh,2024-06-17,QRIS,Makanan Kucing Whiskas,Makanan Kucing,1,45000,Life Cat Pouch Dus,Makanan Kucing,2,108000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,8.0,4500.0,Makanan Anjing Purina,Makanan Anjing,8.0,50000.0,,,,,697000
wAfWsqm0,2024-12-09,QRIS,Life Cat Pouch - Kitten Tuna,Makanan Kucing,6,4435,Life Cat Tofu - Mango,Makanan Kucing,9,55833,Life Cat Pouch - Salmon Adult,Makanan Kucing,5.0,4453.0,Makanan Anjing Purina,Makanan Anjing,5.0,50000.0,,,,,801372
hSV1iXOD,2024-01-02,QRIS,Mainan Anjing Kong,Mainan Anjing,2,20000,Life Cat Tofu - Mango,Makanan Kucing,1,55833,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,2.0,4500.0,Life Cat Pouch - Chicken adult,Makanan Kucing,2.0,4435.0,,,,,113703
49CTPNQo,2024-01-11,Transfer Bank,Makanan Ikan Gupi,Makanan Ikan,3,35000,Mainan Anjing Kong,Mainan Anjing,3,20000,,,,,,,,,,,,,165000
kvKjyGOt,2024-04-26,Transfer Bank,Life Cat Tofu - Mango,Makanan Kucing,10,55833,Life Cat Pouch Dus,Makanan Kucing,3,108000,,,,,,,,,,,,,882330
7sRuCHHz,2024-11-12,QRIS,Life Cat Tofu - Mango,Makanan Kucing,2,55833,Life Cat Can - Chicken & Salmon,Makanan Kucing,9,12000,Life Cat Can - Kitten Salmon,Makanan Kucing,7.0,12024.0,,,,,,,,,303834
BwK63cxt,2024-02-27,QRIS,Makanan Anjing Purina,Makanan Anjing,6,50000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,10,4435,Life Cat Pouch - Kitten Chicken,Makanan Kucing,2.0,4435.0,,,,,,,,,353220
cSdzAmsF,2024-09-18,Cash,Mainan Kucing ScratchPad,Mainan Kucing,4,25000,Life Cat Can - Tuna,Makanan Kucing,5,11000,Life Cat Pouch - Salmon Adult,Makanan Kucing,9.0,4453.0,,,,,,,,,195077
vqD6sHPq,2024-10-21,Cash,Life Cat Can - Chicken & Salmon,Makanan Kucing,3,12000,Life Cat Pouch Dus,Makanan Kucing,6,108000,Life Cat Can - Kitten Salmon,Makanan Kucing,7.0,12024.0,,,,,,,,,768168
thV8bqSN,2024-08-26,Transfer Bank,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,7,4500,Life Cat Tofu - Mango,Makanan Kucing,5,55833,Life Cat Can - Chicken & Salmon,Makanan Kucing,9.0,12000.0,Makanan Kucing Whiskas,Makanan Kucing,8.0,45000.0,Life Cat Pouch Dus,Makanan Kucing,3.0,108000.0,1102665
a0pvBMSR,2024-05-14,QRIS,Life Cat Can - Chicken & Salmon,Makanan Kucing,6,12000,Makanan Ikan Gupi,Makanan Ikan,6,35000,Makanan Anjing Purina,Makanan Anjing,4.0,50000.0,Mainan Anjing Kong,Mainan Anjing,1.0,20000.0,,,,,502000
DLR2EWFA,2024-12-16,Cash,Life Cat Can - Kitten Tuna,Makanan Kucing,1,12000,Life Cat Pouch - Salmon Adult,Makanan Kucing,1,4453,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,5.0,4500.0,Life Cat Can - Tuna,Makanan Kucing,10.0,11000.0,,,,,148953
jwhkxZwm,2024-07-11,Transfer Bank,Life Cat Pouch - Kitten Chicken,Makanan Kucing,1,4435,Life Cat Can - Tuna,Makanan Kucing,9,11000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,5.0,4500.0,,,,,,,,,125935
GPbcUx6b,2024-05-10,Cash,Makanan Ikan Gupi,Makanan Ikan,8,35000,Makanan Anjing Purina,Makanan Anjing,5,50000,Mainan Anjing Kong,Mainan Anjing,9.0,20000.0,Mainan Kucing ScratchPad,Mainan Kucing,3.0,25000.0,Life Cat Tofu - Mango,Makanan Kucing,7.0,55833.0,1175831
fwsxW4SB,2024-10-14,Transfer Bank,Makanan Ikan Gupi,Makanan Ikan,10,35000,Life Cat Can - Kitten Tuna,Makanan Kucing,9,12000,,,,,,,,,,,,,458000
9dBvyMh4,2024-08-25,QRIS,Life Cat Pouch - Salmon Adult,Makanan Kucing,10,4453,Mainan Kucing ScratchPad,Mainan Kucing,2,25000,Life Cat Pouch Dus,Makanan Kucing,1.0,108000.0,Life Cat Can - Chicken & Salmon,Makanan Kucing,8.0,12000.0,Makanan Ikan Gupi,Makanan Ikan,4.0,35000.0,438530
KFEtD9EF,2024-12-12,QRIS,Life Cat Pouch - Kitten Tuna,Makanan Kucing,9,4435,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,6,4500,Life Cat Can - Tuna,Makanan Kucing,3.0,11000.0,,,,,,,,,99915
mOsaA36T,2024-01-30,Cash,Life Cat Pouch - Kitten Tuna,Makanan Kucing,8,4435,Life Cat Can - Tuna,Makanan Kucing,1,11000,Mainan Kucing ScratchPad,Mainan Kucing,2.0,25000.0,Life Cat Can - Kitten Salmon,Makanan Kucing,2.0,12024.0,,,,,120528
XoUzD7Mb,2024-08-20,QRIS,Life Cat Tofu - Mango,Makanan Kucing,3,55833,Life Cat Can - Chicken & Salmon,Makanan Kucing,8,12000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,7.0,4435.0,,,,,,,,,294544
ol8wj14O,2024-11-02,Cash,Makanan Ikan Gupi,Makanan Ikan,6,35000,Life Cat Tofu - Mango,Makanan Kucing,5,55833,Life Cat Can - Kitten Tuna,Makanan Kucing,10.0,12000.0,Life Cat Tofu - Macha,Makanan Kucing,5.0,55833.0,,,,,888330
O644bWbf,2024-02-07,Cash,Mainan Kucing ScratchPad,Mainan Kucing,3,25000,Mainan Anjing Kong,Mainan Anjing,7,20000,Life Cat Pouch - Kitten Tuna,Makanan Kucing,7.0,4435.0,Makanan Kucing Whiskas,Makanan Kucing,2.0,45000.0,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,8.0,4500.0,372045
4uUeOyKu,2024-12-06,Transfer Bank,Life Cat Can - Kitten Salmon,Makanan Kucing,1,12024,Life Cat Pouch - Kitten Chicken,Makanan Kucing,6,4435,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,1.0,4500.0,Life Cat Pouch Dus,Makanan Kucing,2.0,108000.0,,,,,259134
0rG7Z4Il,2024-11-23,QRIS,Life Cat Tofu - Mango,Makanan Kucing,6,55833,Makanan Ikan Gupi,Makanan Ikan,4,35000,Life Cat Tofu - Macha,Makanan Kucing,4.0,55833.0,Life Cat Can - Kitten Salmon,Makanan Kucing,1.0,12024.0,Makanan Kucing Whiskas,Makanan Kucing,8.0,45000.0,1070354
nM9FHS2f,2024-11-13,Cash,Life Cat Pouch - Chicken adult,Makanan Kucing,8,4435,Life Cat Can - Chicken & Salmon,Makanan Kucing,5,12000,Life Cat Can - Kitten Salmon,Makanan Kucing,5.0,12024.0,Makanan Anjing Purina,Makanan Anjing,8.0,50000.0,Life Cat Pouch Dus,Makanan Kucing,10.0,108000.0,1635600
Qg2DiyOv,2024-09-01,Cash,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,9,4500,Mainan Anjing Kong,Mainan Anjing,10,20000,Makanan Ikan Gupi,Makanan Ikan,9.0,35000.0,,,,,,,,,555500
0cKGDxOD,2024-07-26,Transfer Bank,Makanan Anjing Purina,Makanan Anjing,5,50000,Life Cat Pouch - Chicken Tuna Adult,Makanan Kucing,5,4500,Life Cat Can - Tuna,Makanan Kucing,7.0,11000.0,,,,,,,,,349500
